,Influencers,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
375,justinbieber,Wed Aug 30 13:57:16 +0000 2017,RT @RoryKramer: When your friend says he's not coming to your party...only to surprise you.  justinbieber ❤️… https://t.co/rdqb99TtJb,0.6486,0.249,0.0,0.751,25
376,justinbieber,Wed Aug 30 13:57:07 +0000 2017,RT @DareToLive: “Take it like a man...we need a bigger one!” —@RoryKramer. #DareToLive https://t.co/E8jhum4pHt,0.4199,0.202,0.0,0.798,24
377,justinbieber,Wed Aug 23 16:49:44 +0000 2017,#stadiummerch at @hm september 7th https://t.co/Mnib8sEp7O,0.0,0.0,0.0,1.0,23
378,justinbieber,Wed Aug 23 13:57:26 +0000 2017,RT @billboard: #Despacito is the second song EVER to lead the #Hot100 for at least 15 weeks https://t.co/ryWdKg7hlb https://t.co/J94kD1Rdoc,0.0,0.0,0.0,1.0,22
379,justinbieber,Mon Aug 21 18:04:24 +0000 2017,RT @Spotify: Still on repeat 🔁 https://t.co/ayAuwtURbD https://t.co/yKWM5o35IU,0.0,0.0,0.0,1.0,21
380,justinbieber,Fri Aug 18 22:09:13 +0000 2017,"RT @AppleMusic: We're not worthy.
New @justinbieber x @bloodpop.
#Friends
Listen now.
https://t.co/562LuzY3vt",-0.3412,0.0,0.179,0.821,20
381,justinbieber,Fri Aug 18 18:02:42 +0000 2017,#Friends lyric video https://t.co/b7DmNCbX6O,0.0,0.0,0.0,1.0,19
382,justinbieber,Fri Aug 18 15:31:04 +0000 2017,#friends https://t.co/RzDxHxDsIB,0.0,0.0,0.0,1.0,18
383,justinbieber,Thu Aug 17 16:17:57 +0000 2017,#FRIENDS out now. https://t.co/oeLF25VGyo https://t.co/SMxtOSpg0i,0.0,0.0,0.0,1.0,17
384,justinbieber,Thu Aug 17 16:17:13 +0000 2017,https://t.co/oeLF25VGyo https://t.co/7b6pTCUEQb,0.0,0.0,0.0,1.0,16
385,justinbieber,Thu Aug 17 16:06:18 +0000 2017,New song #Friends out now @bloodpop https://t.co/Bzzi41jtGd https://t.co/CxrvzXUdmZ,0.0,0.0,0.0,1.0,15
386,justinbieber,Thu Aug 17 15:00:09 +0000 2017,1 HOUR #Friends,0.0,0.0,0.0,1.0,14
387,justinbieber,Mon Aug 14 14:22:56 +0000 2017,New music. Thursday noon https://t.co/xUOsYoqQce,0.0,0.0,0.0,1.0,13
388,justinbieber,Sun Aug 13 22:15:10 +0000 2017,Can we still be friends,0.4767,0.437,0.0,0.563,12
389,justinbieber,Thu Aug 03 15:20:57 +0000 2017,#xkarla https://t.co/bMtdxYFvVo,0.0,0.0,0.0,1.0,11
390,justinbieber,Wed Aug 02 15:34:00 +0000 2017,RT @karla_welch: It's HERE! @xkarla x Hanes featuring @justinbieber ON SALE tomorrow! https://t.co/nFaKFQUmU6,0.0,0.0,0.0,1.0,10
391,justinbieber,Wed Jul 05 22:59:44 +0000 2017,https://t.co/y8sxm6vyJa,0.0,0.0,0.0,1.0,9
392,justinbieber,Wed Jul 05 22:56:20 +0000 2017,Who has the merch from the #StadiumCollection ?,0.0,0.0,0.0,1.0,8
393,justinbieber,Wed Jul 05 22:54:45 +0000 2017,Thank you to Europe for an incredible #PurposeTourStadiums https://t.co/gRP5ipJV57,0.3612,0.238,0.0,0.762,7
394,justinbieber,Sun Jul 02 13:32:10 +0000 2017,London today #PurposeTourStadiums,0.0,0.0,0.0,1.0,6
395,justinbieber,Sat Jul 01 16:57:08 +0000 2017,RT @Selfridges: .@justinbieber's Purpose Tour #StadiumCollection launches in store &amp; online today! UK shipping only and worldwide shipping…,0.0,0.0,0.0,1.0,5
396,justinbieber,Thu Jun 29 18:56:55 +0000 2017,Supporting my brother @djkhaled. Get #FANLUV https://t.co/7VDJUhICy6,0.4404,0.326,0.0,0.674,4
397,justinbieber,Thu Jun 29 17:50:38 +0000 2017,RT @mmilive: JUSTIN BIEBER | #PurposeTourMNL | 9.30.17 | PHILIPPINE ARENA | Tickets on sale 7.9.17 https://t.co/HCHUiNjNaW https://t.co/3w6…,0.0,0.0,0.0,1.0,3
398,justinbieber,Thu Jun 22 16:30:10 +0000 2017,Got something special for the Hyde Park show in london July 2nd. #PurposeTourStadiums,0.4019,0.184,0.0,0.816,2
399,justinbieber,Tue Jun 20 03:51:14 +0000 2017,"RT @billboard: ""Despacito"" dominates #Hot100 &amp; @JustinBieber has week's three top-selling songs https://t.co/IG0o6AdtB6 https://t.co/UeqNbm…",0.0516,0.085,0.0,0.915,1
400,KylieJenner,Wed Jun 27 20:48:14 +0000 2018,Go to Kylie Cosmetics Insta now to enter my sorta sweet giveaway! https://t.co/eVfm3SA1ns,0.4587,0.2,0.0,0.8,100
401,KylieJenner,Mon Jun 25 19:29:11 +0000 2018,just 3 more days till my SORTA SWEET palette launches on https://t.co/bDaiohhXCV!!!!! I get so excited every time i… https://t.co/JsrLPLaNSc,0.8576,0.346,0.0,0.654,99
402,KylieJenner,Sun Jun 24 17:32:29 +0000 2018,Omg thank u! https://t.co/ObVsWuyRj7,0.4199,0.482,0.0,0.518,98
403,KylieJenner,Sun Jun 24 17:31:43 +0000 2018,wearing my brand new palette SORTA SWEET launching June 28th only on https://t.co/bDaiohhXCV 🖤🍬 https://t.co/lJFTfw9qET,0.6337,0.23,0.0,0.77,97
404,KylieJenner,Sat Jun 23 22:33:38 +0000 2018,RT @kyliecosmetics: The Royal Peach Palette 🍑 Get yours now to create the perfect eye looks for summer! ☀️ @theglamwoman https://t.co/eQXrg…,0.7263,0.243,0.0,0.757,96
405,KylieJenner,Sat Jun 23 22:33:31 +0000 2018,It’s here! Our exclusive @kendallandkylie collection for @ardene is available in stores and online at… https://t.co/c1QZ1kCncq,0.2003,0.107,0.0,0.893,95
406,KylieJenner,Sat Jun 23 18:59:24 +0000 2018,reading all the comments and reviews on my site! So glad everyone loves my Bronze Extended Palette as much as I do!… https://t.co/m2RsF9oDtT,0.856,0.296,0.0,0.704,94
407,KylieJenner,Fri Jun 22 16:19:33 +0000 2018,"RT @kyliecosmetics: Oh hello, #WETSET we missed you! ✨ back on the site NOW 🙌 https://t.co/OkYMEy8aAp https://t.co/HeqZwyHuTT",0.1007,0.125,0.106,0.77,93
408,KylieJenner,Fri Jun 22 16:02:07 +0000 2018,The original WET SET is back ✨✨ https://t.co/bDaiohhXCV https://t.co/W8HlROawrY,0.3182,0.223,0.0,0.777,92
409,KylieJenner,Wed Jun 20 04:17:59 +0000 2018,RT @kyliecosmetics: Kylie’s June favorites bundle is in! 🦋  Shop this $175 value bundle for just $100 at https://t.co/rkT2b8JJL5 NOW! Hurry…,0.6988,0.233,0.0,0.767,91
410,KylieJenner,Wed Jun 20 00:10:01 +0000 2018,my Sorta Sweet lip trio 😍 June 28 #SortaSweet @kyliecosmetics https://t.co/ZreuuBP7CP,0.6915,0.322,0.0,0.678,90
411,KylieJenner,Wed Jun 20 00:04:39 +0000 2018,Sorta Sweet Palette 😍 launching June 28.... in my all new black packaging 🤪 @kyliecosmetics https://t.co/p8dN3vOJEd,0.6644,0.232,0.0,0.768,89
412,KylieJenner,Tue Jun 19 16:23:17 +0000 2018,"ok guys, my June Favorites bundle is here!! $175 value for only $100! https://t.co/bDaiohhXCV https://t.co/uuJ2cEy8EG",0.8061,0.408,0.0,0.592,88
413,KylieJenner,Tue Jun 19 04:22:47 +0000 2018,Ok ok coming up https://t.co/4HzExe51s8,0.5267,0.595,0.0,0.405,87
414,KylieJenner,Tue Jun 19 04:22:12 +0000 2018,Please do this https://t.co/kHM8p27lJn,0.3182,0.434,0.0,0.566,86
415,KylieJenner,Tue Jun 19 04:19:35 +0000 2018,Like two weeks ago 🤷🏻‍♀️ just to watch tv &amp; drive at night. My vision is getting pretty bad 😫 https://t.co/FH2RTdUo5Q,0.0772,0.219,0.182,0.598,85
416,KylieJenner,Tue Jun 19 04:17:01 +0000 2018,It actually did !!! https://t.co/IICLetFuGP,0.0,0.0,0.0,1.0,84
417,KylieJenner,Tue Jun 19 04:12:27 +0000 2018,Ok!! https://t.co/HISgcdPoJa,0.4184,0.736,0.0,0.264,83
418,KylieJenner,Tue Jun 19 04:01:00 +0000 2018,😫😫😫😍 https://t.co/psa28ybZsp,0.0,0.0,0.0,1.0,82
419,KylieJenner,Sat Jun 16 16:43:32 +0000 2018,"RT @kyliecosmetics: 🚨 Free domestic shipping promo ends Sunday 8am pst! Stock up on singles, new liners, lip kits, Ultra Glows and more tod…",0.5562,0.126,0.0,0.874,81
420,KylieJenner,Wed Jun 27 20:48:14 +0000 2018,Go to Kylie Cosmetics Insta now to enter my sorta sweet giveaway! https://t.co/eVfm3SA1ns,0.4587,0.2,0.0,0.8,80
421,KylieJenner,Mon Jun 25 19:29:11 +0000 2018,just 3 more days till my SORTA SWEET palette launches on https://t.co/bDaiohhXCV!!!!! I get so excited every time i… https://t.co/JsrLPLaNSc,0.8576,0.346,0.0,0.654,79
422,KylieJenner,Sun Jun 24 17:32:29 +0000 2018,Omg thank u! https://t.co/ObVsWuyRj7,0.4199,0.482,0.0,0.518,78
423,KylieJenner,Sun Jun 24 17:31:43 +0000 2018,wearing my brand new palette SORTA SWEET launching June 28th only on https://t.co/bDaiohhXCV 🖤🍬 https://t.co/lJFTfw9qET,0.6337,0.23,0.0,0.77,77
424,KylieJenner,Sat Jun 23 22:33:38 +0000 2018,RT @kyliecosmetics: The Royal Peach Palette 🍑 Get yours now to create the perfect eye looks for summer! ☀️ @theglamwoman https://t.co/eQXrg…,0.7263,0.243,0.0,0.757,76
425,KylieJenner,Sat Jun 23 22:33:31 +0000 2018,It’s here! Our exclusive @kendallandkylie collection for @ardene is available in stores and online at… https://t.co/c1QZ1kCncq,0.2003,0.107,0.0,0.893,75
426,KylieJenner,Sat Jun 23 18:59:24 +0000 2018,reading all the comments and reviews on my site! So glad everyone loves my Bronze Extended Palette as much as I do!… https://t.co/m2RsF9oDtT,0.856,0.296,0.0,0.704,74
427,KylieJenner,Fri Jun 22 16:19:33 +0000 2018,"RT @kyliecosmetics: Oh hello, #WETSET we missed you! ✨ back on the site NOW 🙌 https://t.co/OkYMEy8aAp https://t.co/HeqZwyHuTT",0.1007,0.125,0.106,0.77,73
428,KylieJenner,Fri Jun 22 16:02:07 +0000 2018,The original WET SET is back ✨✨ https://t.co/bDaiohhXCV https://t.co/W8HlROawrY,0.3182,0.223,0.0,0.777,72
429,KylieJenner,Wed Jun 20 04:17:59 +0000 2018,RT @kyliecosmetics: Kylie’s June favorites bundle is in! 🦋  Shop this $175 value bundle for just $100 at https://t.co/rkT2b8JJL5 NOW! Hurry…,0.6988,0.233,0.0,0.767,71
430,KylieJenner,Wed Jun 20 00:10:01 +0000 2018,my Sorta Sweet lip trio 😍 June 28 #SortaSweet @kyliecosmetics https://t.co/ZreuuBP7CP,0.6915,0.322,0.0,0.678,70
431,KylieJenner,Wed Jun 20 00:04:39 +0000 2018,Sorta Sweet Palette 😍 launching June 28.... in my all new black packaging 🤪 @kyliecosmetics https://t.co/p8dN3vOJEd,0.6644,0.232,0.0,0.768,69
432,KylieJenner,Tue Jun 19 16:23:17 +0000 2018,"ok guys, my June Favorites bundle is here!! $175 value for only $100! https://t.co/bDaiohhXCV https://t.co/uuJ2cEy8EG",0.8061,0.408,0.0,0.592,68
433,KylieJenner,Tue Jun 19 04:22:47 +0000 2018,Ok ok coming up https://t.co/4HzExe51s8,0.5267,0.595,0.0,0.405,67
434,KylieJenner,Tue Jun 19 04:22:12 +0000 2018,Please do this https://t.co/kHM8p27lJn,0.3182,0.434,0.0,0.566,66
435,KylieJenner,Tue Jun 19 04:19:35 +0000 2018,Like two weeks ago 🤷🏻‍♀️ just to watch tv &amp; drive at night. My vision is getting pretty bad 😫 https://t.co/FH2RTdUo5Q,0.0772,0.219,0.182,0.598,65
436,KylieJenner,Tue Jun 19 04:17:01 +0000 2018,It actually did !!! https://t.co/IICLetFuGP,0.0,0.0,0.0,1.0,64
437,KylieJenner,Tue Jun 19 04:12:27 +0000 2018,Ok!! https://t.co/HISgcdPoJa,0.4184,0.736,0.0,0.264,63
438,KylieJenner,Tue Jun 19 04:01:00 +0000 2018,😫😫😫😍 https://t.co/psa28ybZsp,0.0,0.0,0.0,1.0,62
439,KylieJenner,Sat Jun 16 16:43:32 +0000 2018,"RT @kyliecosmetics: 🚨 Free domestic shipping promo ends Sunday 8am pst! Stock up on singles, new liners, lip kits, Ultra Glows and more tod…",0.5562,0.126,0.0,0.874,61
440,KylieJenner,Fri Jun 15 17:46:23 +0000 2018,who else is obsessed with @HandmaidsOnHulu?,-0.1779,0.0,0.254,0.746,60
441,KylieJenner,Fri Jun 15 15:20:18 +0000 2018,Happy Friday! FREE shipping on all domestic orders starts now on https://t.co/bDaiohhXCV @kyliecosmetics ... no min… https://t.co/tYLHetZbzV,0.7798,0.331,0.091,0.578,59
442,KylieJenner,Wed Jun 13 22:02:20 +0000 2018,just dropped new lip liners and singles at https://t.co/bDaiohhXCV 😍 https://t.co/VL6i6pg74J,0.4588,0.188,0.0,0.812,58
443,KylieJenner,Wed Jun 13 17:54:40 +0000 2018,new lip liners dropping on the site today... 3pm pst https://t.co/bDaiohhXCV https://t.co/b1rldwsO09,0.0,0.0,0.0,1.0,57
444,KylieJenner,Tue Jun 12 23:17:25 +0000 2018,❤️ my @kyliecosmetics skin concealers...  30 shades 😍 A lightweight formula that provides medium buildable coverage… https://t.co/vEzXcSsht2,0.4588,0.136,0.0,0.864,56
445,KylieJenner,Tue Jun 12 18:56:07 +0000 2018,RT @kyliecosmetics: Kylie Cosmetics and the @KylieTruck are popping up at #BeautyconLA!! Come shop the collection on July 14 &amp; 15! Get your…,0.0,0.0,0.0,1.0,55
446,KylieJenner,Sun Jun 10 15:28:03 +0000 2018,RT @kyliecosmetics: And don’t forget the fan brush! Perfect for applying your Ultra Glows and Kylighters! https://t.co/ApOowzqUtJ https://t…,0.6892,0.28,0.081,0.639,54
447,KylieJenner,Sun Jun 10 15:28:00 +0000 2018,RT @kyliecosmetics: That Ulta GLOW ✨ Glow: Santorini Loose Highlight 💋 Lips: Koko K Liquid Lipstick @youngandglowy https://t.co/b9S2HY6pqy…,0.6369,0.315,0.097,0.588,53
448,KylieJenner,Sat Jun 09 02:54:37 +0000 2018,RT @kyliecosmetics: RESTOCK ALERT 🚨 FIJI Ultra Glow loose powder #Kylighter is back on the site now! 💫 https://t.co/deDD1TOQWd https://t.co…,-0.1429,0.111,0.17,0.719,52
449,KylieJenner,Sat Jun 09 02:54:35 +0000 2018,RT @kyliecosmetics: boss babe wearing KOKO matte lip @KylieJenner https://t.co/feFdB3BVve https://t.co/zAPXFZvU3e,0.0,0.0,0.0,1.0,51
450,KylieJenner,Thu Jun 07 21:28:52 +0000 2018,Ask me and Jordyn some questions! We are making a new YouTube vid! Hashtag #jordynandkylie,0.0,0.0,0.0,1.0,50
451,KylieJenner,Wed Jun 06 00:21:23 +0000 2018,RT @kyliecosmetics: RED VELVET 💋 The ultra-long wearing bold shade for intense coverage! https://t.co/EQBxMwWvmc https://t.co/34WoJ8kqE9,0.7177,0.35,0.0,0.65,49
452,KylieJenner,Mon Jun 04 16:38:09 +0000 2018,"back in stock! Sprinkle, Ironic and LA Lip Kits https://t.co/bDaiohhXCV https://t.co/Drs1dSNNIC",-0.2003,0.0,0.152,0.848,48
453,KylieJenner,Sat Jun 02 23:35:55 +0000 2018,wearing JORDY lip kit today ... https://t.co/bDaiohhXCV 💋 https://t.co/yxiJBjdqTY,0.4215,0.237,0.0,0.763,47
454,KylieJenner,Sat Jun 02 14:03:33 +0000 2018,"POSIE K TRIO, back in stock 💕 https://t.co/JUzOWD0wYu https://t.co/QvZIzyrCJw",0.0,0.0,0.0,1.0,46
455,KylieJenner,Fri Jun 01 22:00:39 +0000 2018,my 4 new red shades just launched at https://t.co/6Qgyudbedy 💋 https://t.co/HzEKb4KkPv,0.5106,0.323,0.0,0.677,45
456,KylieJenner,Tue May 29 18:26:33 +0000 2018,"the original Koko lip set is back, plus all 8 koko shades now in singles! https://t.co/lA5e9XM6va https://t.co/4iN90kp5CD",0.3802,0.147,0.0,0.853,44
457,KylieJenner,Tue May 29 02:46:17 +0000 2018,RT @kyliecosmetics: Last few hours to shop our Memorial Day SALE!! Up to 20% at https://t.co/rkT2b8JJL5 🇺🇸,0.5242,0.166,0.0,0.834,43
458,KylieJenner,Mon May 28 23:40:01 +0000 2018,"RT @kyliecosmetics: Happy Memorial Day! 🇺🇸 SALE now on! Get up to 20% off sitewide, offer ends at 11:59pm PST ❤️ https://t.co/rkT2b8JJL5 @l…",0.7955,0.235,0.0,0.765,42
459,KylieJenner,Mon May 28 23:07:54 +0000 2018,RT @itsEmmaLouisex: So In love with @KylieJenner concealer like it gets rid of my eye bags and it’s so easy to apply🎉 I love it @kyliecosme…,0.9451,0.42,0.0,0.58,41
460,KylieJenner,Sun May 27 22:07:21 +0000 2018,Memorial Day sale starts now on https://t.co/bDaiohhXCV! https://t.co/hra0Qg0jns,0.0,0.0,0.0,1.0,40
461,KylieJenner,Sun May 27 17:38:41 +0000 2018,Love 💜💜 https://t.co/OqdVvCkCey,0.6369,0.677,0.0,0.323,39
462,KylieJenner,Sun May 27 17:37:15 +0000 2018,i like Gemini’s 😝😝 they get me https://t.co/LRUhoONCnG,0.3612,0.294,0.0,0.706,38
463,KylieJenner,Fri May 25 21:47:35 +0000 2018,"guys, tomorrow is the last day to visit my @kyliecosmetics Pop Up at 21 Grant Ave, San Francisco! make sure you sto… https://t.co/F0KbaCwASB",0.6239,0.195,0.0,0.805,37
464,KylieJenner,Thu May 24 16:00:13 +0000 2018,RT @kyliecosmetics: Get any two skin concealers for ONLY $30 now at https://t.co/rkT2b8JJL5 ✨ Sale ends Saturday! https://t.co/GzfKC1Tfty,0.3802,0.132,0.0,0.868,36
465,KylieJenner,Wed May 23 22:22:14 +0000 2018,left my designer for this @FashionNova fit 👌🏼 https://t.co/W69gSynzVi,0.824,0.463,0.0,0.537,35
466,KylieJenner,Wed May 23 22:22:07 +0000 2018,RT @kyliecosmetics: Feeling peachy today! 🍑 Royal Peach Palette is back in stock! 💙 https://t.co/eQXrgH3ze1 https://t.co/BdVVGiflBV,0.2695,0.115,0.0,0.885,34
467,KylieJenner,Tue May 22 17:03:33 +0000 2018,"just dropped four new matte singles on https://t.co/bDaiohhXCV...  Apricot, Head Over Heels, High Maintenance and L… https://t.co/hrWddQnYJy",0.0,0.0,0.0,1.0,33
468,KylieJenner,Tue May 22 16:41:15 +0000 2018,RT @kyliecosmetics: Kylie’s May favorites bundle is available now!! 💞 Shop this $211 value bundle for ONLY $100 at https://t.co/rkT2b8JJL5!…,0.7249,0.242,0.0,0.758,32
469,KylieJenner,Mon May 21 20:50:03 +0000 2018,RT @kyliecosmetics: Lip liners in all your favorites shades 💞 available now! https://t.co/rkT2b8JJL5 https://t.co/ZAKMpKvM8C,0.4753,0.181,0.0,0.819,31
470,KylieJenner,Sun May 20 18:55:43 +0000 2018,Khlo$ matte lip + #KourtxKylie Blue Palette 💛 https://t.co/lA5e9XM6va https://t.co/rKdWO61btK,0.0,0.0,0.0,1.0,30
471,KylieJenner,Sat May 19 05:56:56 +0000 2018,San Fran is amazing but i doooo wanna come to Texas next ☺️☺️☺️ https://t.co/l6lp8oJL84,0.34,0.167,0.0,0.833,29
472,KylieJenner,Sat May 19 05:55:06 +0000 2018,but on a positive note .. today truly was amazing!!! I love meeting you guys. We are such a strong team ♥️,0.9819,0.626,0.0,0.374,28
473,KylieJenner,Sat May 19 05:54:22 +0000 2018,just gets to me when i see comments like i made everyone wait and i showed up hours late. when that’s just not the truth of the situation.,0.1376,0.091,0.071,0.838,27
474,KylieJenner,Sat May 19 05:51:32 +0000 2018,i came there a day early and set the store up myself so it would be PERFECT for you guys. if i didn’t love doing th… https://t.co/7vcPljTGuc,0.8636,0.282,0.0,0.718,26
475,KylieJenner,Sat May 19 05:50:30 +0000 2018,shut down the street at a certain time and let me know when they believe i should come because i feel strongly abou… https://t.co/l0O0ZG9juG,0.4939,0.181,0.0,0.819,25
476,KylieJenner,Sat May 19 05:48:55 +0000 2018,ok for the few complaints i see saying i showed up “4 hours late” to my pop up. I want to make it clear i don’t get… https://t.co/DmN2exPieh,0.34,0.212,0.094,0.694,24
477,KylieJenner,Fri May 18 20:09:42 +0000 2018,"💔💔 so heartbroken. Texas, I’m thinking of you and sending all the victims and their families my love and prayers. X",-0.4005,0.15,0.245,0.605,23
478,KylieJenner,Fri May 18 17:20:07 +0000 2018,!!! Getting ready now 💄 https://t.co/hkaOzgIzWH,0.5229,0.403,0.0,0.597,22
479,KylieJenner,Fri May 18 16:56:55 +0000 2018,just got this clip! I love you guys!!!!!! https://t.co/U49NHAGieD,0.7482,0.434,0.0,0.566,21
480,KylieJenner,Fri May 18 16:54:39 +0000 2018,Ahhhh! Pop up opens in 5 minutes!!!! I personally organized everything for you guys allll day yesterday so i hope you love it and enjoy 💋,0.9466,0.435,0.0,0.565,20
481,KylieJenner,Thu May 17 23:04:32 +0000 2018,bay https://t.co/0vKjpYnpUK,0.0,0.0,0.0,1.0,19
482,KylieJenner,Tue May 15 01:32:00 +0000 2018,RT @kyliecosmetics: Loving @jakewarden’s #KrisKollection look 🔥 Get the eyeshadow palette on the site now! https://t.co/7s46IVyLzp https://…,0.4199,0.194,0.111,0.695,18
483,KylieJenner,Tue May 15 01:31:41 +0000 2018,I’M SO EXCITED! Coming for you San Francisco! The Kylie Pop Up opens this Friday 10am at 21 Grant Ave. See you then… https://t.co/0H4FTFb93U,0.8043,0.248,0.0,0.752,17
484,KylieJenner,Sun May 13 22:05:37 +0000 2018,The Kris Kollection is live! Be quick! https://t.co/bDaiohhXCV https://t.co/vwEJKPAOF6,0.0,0.0,0.0,1.0,16
485,KylieJenner,Sun May 13 17:10:47 +0000 2018,Watch @patrickstarrr do my mom’s makeup using her #KrisKollection! Launching today at 3pm pst https://t.co/PFIOIjo7UI,0.0,0.0,0.0,1.0,15
486,KylieJenner,Sun May 13 17:09:38 +0000 2018,RT @patrickstarrr: 😂🙌🏽 New video with @KrisJenner @kyliecosmetics 👏🏼👏🏼👏🏼 https://t.co/RZu820yjC8 https://t.co/La6EbrXBWF,0.0,0.0,0.0,1.0,14
487,KylieJenner,Sun May 13 14:28:27 +0000 2018,The @kyliecosmetics #KrisKollection drops today at 3pm pst on https://t.co/bDaiohhXCV #HappyMothersDay https://t.co/qCFvXpxKLF,0.0,0.0,0.0,1.0,13
488,KylieJenner,Sat May 12 23:22:45 +0000 2018,BTS with @KrisJenner! The #KrisKollection drops tomorrow at 3pm pst on https://t.co/bDaiohhXCV https://t.co/dHlhvVz5Dh,0.0,0.0,0.0,1.0,12
489,KylieJenner,Thu May 10 23:22:37 +0000 2018,If you didn’t already know @krisjenner took over EVERYTHING. 🤣 https://t.co/453cUvMRs8,0.4939,0.186,0.0,0.814,11
490,KylieJenner,Wed May 09 21:39:05 +0000 2018,my next pop up opens on the 18th.. can you guess where? 😊 https://t.co/61R5obCcmC,0.7184,0.273,0.0,0.727,10
491,KylieJenner,Tue May 08 22:01:36 +0000 2018,"RT @adoringmeb: lmao @KylieJenner‘s story is the best thing ever, THESE NAMES NFHBNF",0.8442,0.424,0.0,0.576,9
492,KylieJenner,Tue May 08 22:00:42 +0000 2018,RT @arigrande721: @KylieJenner when kris said mut i died,-0.5574,0.0,0.34,0.66,8
493,KylieJenner,Tue May 08 21:59:37 +0000 2018,"RT @justjaredjr: Oh no! @KylieJenner's Kylie Cosmetics Instagram account got hacked! Find out what happened: 

https://t.co/Owuxj2Vx3h",-0.6688,0.0,0.281,0.719,7
494,KylieJenner,Tue May 08 21:59:12 +0000 2018,"RT @hype_bae: .@KylieJenner's cosmetics brand has just been hacked on social media by mom @KrisJenner.
https://t.co/7tt2anevJw https://t.co…",-0.4019,0.0,0.144,0.856,6
495,KylieJenner,Tue May 08 21:58:38 +0000 2018,RT @laurxnwallace: Kris is too funny on @KylieJenner story,0.4404,0.266,0.0,0.734,5
496,KylieJenner,Tue May 08 21:58:25 +0000 2018,RT @hannahhhhh15: The Momager insta “hack” by @KrisJenner in @KylieJenner @kriscosmetics is marketing genius. Loving the idea,0.5994,0.196,0.0,0.804,4
497,KylieJenner,Tue May 08 21:57:43 +0000 2018,RT @Astud12: Iam DYING! I want the whole collection and I don’t even wear eyeshadow! @KylieJenner @KrisJenner @kriscosmetics,0.2225,0.112,0.0,0.888,3
498,KylieJenner,Tue May 08 21:57:20 +0000 2018,"RT @Hunter___Anne: @KylieJenner @kriscosmetics LIVING FOR THIS. “This shit drops on Mother’s Day”- fav collab so far. Reveal is awesome, na…",0.5423,0.247,0.125,0.627,2
